X1,Y1,X2,Y2,X,Y,Diff,Distance,TriggerStatusActual,TriggerStatusObserved
146,240,135,222,-11,-18,445,21.09502311,FALSE,FALSE
157,239,136,207,-21,-32,1465,38.27531842,FALSE,FALSE
156,237,138,205,-18,-32,1348,36.7151195,FALSE,FALSE
148,231,136,219,-12,-12,288,16.97056275,FALSE,FALSE
149,231,136,224,-13,-7,218,14.76482306,FALSE,FALSE
143,240,134,225,-9,-15,306,17.49285568,FALSE,FALSE
143,238,134,225,-9,-13,250,15.8113883,FALSE,FALSE
154,225,139,219,-15,-6,261,16.15549442,FALSE,FALSE
151,223,140,209,-11,-14,317,17.80449381,FALSE,FALSE
168,248,144,200,-24,-48,2880,53.66563146,FALSE,TRUE
166,246,145,194,-21,-52,3145,56.08029957,FALSE,TRUE
168,248,145,192,-23,-56,3665,60.53924347,FALSE,TRUE
169,248,145,193,-24,-55,3601,60.00833275,FALSE,FALSE
168,248,146,193,-22,-55,3509,59.23681288,FALSE,FALSE
169,247,146,191,-23,-56,3665,60.53924347,FALSE,FALSE
169,248,145,191,-24,-57,3825,61.84658438,FALSE,FALSE
169,246,146,194,-23,-52,3233,56.8594759,FALSE,FALSE
168,247,146,194,-22,-53,3293,57.38466694,FALSE,FALSE
170,247,145,192,-25,-55,3650,60.41522987,FALSE,FALSE
170,247,146,194,-24,-53,3385,58.18075283,FALSE,FALSE
170,250,144,191,-26,-59,4157,64.47480128,FALSE,FALSE
169,249,144,190,-25,-59,4106,64.07807737,FALSE,FALSE
170,249,145,189,-25,-60,4225,65,FALSE,FALSE
171,249,145,188,-26,-61,4397,66.3098786,FALSE,FALSE
170,250,143,187,-27,-63,4698,68.54195795,FALSE,FALSE
170,248,144,190,-26,-58,4040,63.56099433,FALSE,FALSE
170,248,145,191,-25,-57,3874,62.24146528,FALSE,FALSE
171,250,143,189,-28,-61,4505,67.11929678,FALSE,FALSE
170,251,143,189,-27,-62,4573,67.62396025,FALSE,FALSE
169,250,144,189,-25,-61,4346,65.9241989,FALSE,FALSE
169,250,145,185,-24,-65,4801,69.28924881,FALSE,FALSE
168,250,146,184,-22,-66,4840,69.57010852,FALSE,FALSE
168,252,145,183,-23,-69,5290,72.73238618,FALSE,FALSE
168,251,145,184,-23,-67,5018,70.83784299,FALSE,FALSE
169,251,145,181,-24,-70,5476,74,FALSE,FALSE
168,250,145,180,-23,-70,5429,73.68174808,FALSE,FALSE
167,249,145,183,-22,-66,4840,69.57010852,FALSE,FALSE
141,241,134,217,-7,-24,625,25,FALSE,FALSE
151,230,137,216,-14,-14,392,19.79898987,FALSE,FALSE
151,232,136,216,-15,-16,481,21.9317122,FALSE,FALSE
153,232,143,192,-10,-40,1700,41.23105626,FALSE,FALSE
153,228,143,189,-10,-39,1621,40.26164428,FALSE,FALSE
142,240,135,223,-7,-17,338,18.38477631,FALSE,FALSE
143,241,135,228,-8,-13,233,15.26433752,FALSE,FALSE
143,241,135,229,-8,-12,208,14.4222051,FALSE,FALSE
148,232,138,213,-10,-19,461,21.47091055,FALSE,FALSE
147,233,138,209,-9,-24,657,25.63201124,FALSE,FALSE
163,250,142,181,-21,-69,5202,72.12489168,FALSE,TRUE
164,246,143,180,-21,-66,4797,69.26037828,FALSE,TRUE
164,246,144,183,-20,-63,4369,66.09841148,FALSE,TRUE
164,247,144,182,-20,-65,4625,68.00735254,FALSE,TRUE
165,250,144,186,-21,-64,4537,67.35725648,FALSE,FALSE
164,249,144,188,-20,-61,4121,64.19501538,FALSE,FALSE
164,250,145,187,-19,-63,4330,65.80273551,FALSE,FALSE
164,251,145,188,-19,-63,4330,65.80273551,FALSE,FALSE
164,248,143,186,-21,-62,4285,65.4599114,FALSE,FALSE
164,248,143,185,-21,-63,4410,66.40783086,FALSE,FALSE
164,249,143,186,-21,-63,4410,66.40783086,FALSE,FALSE
165,249,144,187,-21,-62,4285,65.4599114,FALSE,FALSE
165,248,144,188,-21,-60,4041,63.5688603,FALSE,FALSE
164,248,144,188,-20,-60,4000,63.2455532,FALSE,FALSE
164,248,144,190,-20,-58,3764,61.3514466,FALSE,FALSE
165,251,143,188,-22,-63,4453,66.73080248,FALSE,FALSE
165,250,144,188,-21,-62,4285,65.4599114,FALSE,FALSE
164,251,143,187,-21,-64,4537,67.35725648,FALSE,FALSE
165,250,143,187,-22,-63,4453,66.73080248,FALSE,FALSE
165,251,143,183,-22,-68,5108,71.47027354,FALSE,FALSE
164,250,143,183,-21,-67,4930,70.21395873,FALSE,FALSE
165,251,144,185,-21,-66,4797,69.26037828,FALSE,FALSE
165,251,144,184,-21,-67,4930,70.21395873,FALSE,FALSE
165,252,145,183,-20,-69,5161,71.84010022,FALSE,FALSE
165,252,145,182,-20,-70,5300,72.80109889,FALSE,FALSE
166,251,145,182,-21,-69,5202,72.12489168,FALSE,FALSE
166,250,146,181,-20,-69,5161,71.84010022,FALSE,FALSE
166,251,146,181,-20,-70,5300,72.80109889,FALSE,FALSE
166,252,145,180,-21,-72,5625,75,FALSE,FALSE
166,252,145,180,-21,-72,5625,75,FALSE,FALSE
165,253,145,180,-20,-73,5729,75.69015788,FALSE,FALSE
165,252,145,179,-20,-73,5729,75.69015788,FALSE,FALSE
163,249,144,178,-19,-71,5402,73.4982993,FALSE,FALSE
163,248,146,179,-17,-69,5050,71.06335202,FALSE,FALSE
149,237,138,182,-11,-55,3146,56.08921465,FALSE,FALSE
149,234,138,203,-11,-31,1082,32.89376841,FALSE,FALSE
148,234,134,229,-14,-5,221,14.86606875,FALSE,FALSE
148,233,132,231,-16,-2,260,16.1245155,FALSE,FALSE
166,245,140,188,-26,-57,3925,62.64982043,FALSE,FALSE
168,249,146,183,-22,-66,4840,69.57010852,FALSE,FALSE
168,247,145,183,-23,-64,4625,68.00735254,FALSE,FALSE
166,249,146,182,-20,-67,4889,69.92138443,FALSE,FALSE
167,249,146,181,-21,-68,5065,71.16881339,FALSE,FALSE
165,250,147,182,-18,-68,4948,70.34202158,FALSE,FALSE
165,250,146,183,-19,-67,4850,69.64194139,FALSE,FALSE
166,249,147,182,-19,-67,4850,69.64194139,FALSE,FALSE
165,250,145,183,-20,-67,4889,69.92138443,FALSE,FALSE
164,250,145,181,-19,-69,5122,71.56814934,FALSE,FALSE
165,249,146,182,-19,-67,4850,69.64194139,FALSE,FALSE
165,248,145,182,-20,-66,4756,68.9637586,FALSE,FALSE
165,248,145,183,-20,-65,4625,68.00735254,FALSE,FALSE
165,248,145,182,-20,-66,4756,68.9637586,FALSE,FALSE
165,250,145,181,-20,-69,5161,71.84010022,FALSE,FALSE
165,253,144,181,-21,-72,5625,75,FALSE,FALSE
164,251,144,182,-20,-69,5161,71.84010022,FALSE,FALSE
164,249,145,183,-19,-66,4717,68.68041933,FALSE,FALSE
164,249,144,183,-20,-66,4756,68.9637586,FALSE,FALSE
164,249,144,183,-20,-66,4756,68.9637586,FALSE,FALSE
165,250,144,182,-21,-68,5065,71.16881339,FALSE,FALSE
165,250,145,180,-20,-70,5300,72.80109889,FALSE,FALSE
165,250,144,180,-21,-70,5341,73.08214556,FALSE,FALSE
164,248,145,177,-19,-71,5402,73.4982993,FALSE,FALSE
164,252,146,175,-18,-77,6253,79.07591289,FALSE,FALSE
164,251,145,175,-19,-76,6137,78.33900689,FALSE,FALSE
165,249,146,174,-19,-75,5986,77.36924454,FALSE,FALSE
150,227,139,170,-11,-57,3370,58.05170109,FALSE,FALSE
149,225,140,168,-9,-57,3330,57.70615219,FALSE,FALSE
141,242,134,212,-7,-30,949,30.8058436,FALSE,FALSE
143,243,133,222,-10,-21,541,23.2594067,FALSE,FALSE
145,241,135,221,-10,-20,500,22.36067977,FALSE,FALSE
151,226,137,188,-14,-38,1640,40.49691346,FALSE,FALSE
173,251,150,171,-23,-80,6929,83.24061509,FALSE,FALSE
173,253,146,173,-27,-80,7129,84.43340571,FALSE,FALSE
175,254,151,166,-24,-88,8320,91.21403401,FALSE,FALSE
174,252,151,164,-23,-88,8273,90.95603333,FALSE,FALSE
174,252,153,164,-21,-88,8185,90.47098983,FALSE,FALSE
173,255,155,165,-18,-90,8424,91.78235124,FALSE,FALSE
173,254,155,164,-18,-90,8424,91.78235124,FALSE,FALSE
172,253,153,165,-19,-88,8105,90.02777349,FALSE,FALSE
172,253,154,164,-18,-89,8245,90.80198236,FALSE,FALSE
171,254,153,164,-18,-90,8424,91.78235124,FALSE,FALSE
171,255,152,164,-19,-91,8642,92.96235797,FALSE,FALSE
171,253,151,165,-20,-88,8144,90.24411338,FALSE,FALSE
171,254,149,165,-22,-89,8405,91.67878708,FALSE,FALSE
171,254,149,165,-22,-89,8405,91.67878708,FALSE,FALSE
171,254,151,164,-20,-90,8500,92.19544457,FALSE,FALSE
170,253,152,164,-18,-89,8245,90.80198236,FALSE,FALSE
171,254,151,164,-20,-90,8500,92.19544457,FALSE,FALSE
170,255,150,165,-20,-90,8500,92.19544457,FALSE,FALSE
171,254,151,165,-20,-89,8321,91.21951546,FALSE,FALSE
170,255,150,166,-20,-89,8321,91.21951546,FALSE,FALSE
171,254,150,164,-21,-90,8541,92.4175308,FALSE,FALSE
171,254,150,164,-21,-90,8541,92.4175308,FALSE,FALSE
172,253,150,165,-22,-88,8228,90.70832376,FALSE,FALSE
171,253,150,165,-21,-88,8185,90.47098983,FALSE,FALSE
171,253,151,163,-20,-90,8500,92.19544457,FALSE,FALSE
170,254,150,161,-20,-93,9049,95.12623192,FALSE,FALSE
171,254,150,162,-21,-92,8905,94.36630755,FALSE,FALSE
171,253,150,163,-21,-90,8541,92.4175308,FALSE,FALSE
170,253,149,163,-21,-90,8541,92.4175308,FALSE,FALSE
142,237,147,159,5,-78,6109,78.16009212,FALSE,FALSE
143,230,153,163,10,-67,4589,67.74215822,FALSE,FALSE
133,239,135,214,2,-25,629,25.07987241,FALSE,FALSE
136,241,132,229,-4,-12,160,12.64911064,FALSE,FALSE
137,244,132,224,-5,-20,425,20.61552813,FALSE,FALSE
136,242,130,225,-6,-17,325,18.02775638,FALSE,FALSE
137,244,130,225,-7,-19,410,20.24845673,FALSE,FALSE
145,242,135,217,-10,-25,725,26.92582404,FALSE,FALSE
144,241,132,210,-12,-31,1105,33.24154028,FALSE,FALSE
157,247,141,182,-16,-65,4481,66.94027188,FALSE,FALSE
153,247,144,177,-9,-70,4981,70.57619995,FALSE,FALSE
158,248,148,167,-10,-81,6661,81.61494961,FALSE,FALSE
160,248,152,165,-8,-83,6953,83.38465087,FALSE,FALSE
160,249,150,165,-10,-84,7156,84.59314393,FALSE,FALSE
161,249,152,164,-9,-85,7306,85.47514259,FALSE,FALSE
161,249,150,164,-11,-85,7346,85.70880935,FALSE,FALSE
160,248,149,164,-11,-84,7177,84.71717653,FALSE,FALSE
160,249,153,163,-7,-86,7445,86.28441342,FALSE,FALSE
160,250,150,165,-10,-85,7325,85.58621384,FALSE,FALSE
160,249,151,165,-9,-84,7137,84.48076704,FALSE,FALSE
161,249,150,165,-11,-84,7177,84.71717653,FALSE,FALSE
161,248,150,165,-11,-83,7010,83.72574276,FALSE,FALSE
160,249,148,165,-12,-84,7200,84.85281374,FALSE,FALSE
161,249,148,165,-13,-84,7225,85,FALSE,FALSE
159,250,150,165,-9,-85,7306,85.47514259,FALSE,FALSE
159,248,149,165,-10,-83,6989,83.60023923,FALSE,FALSE
159,248,150,165,-9,-83,6970,83.48652586,FALSE,FALSE
158,249,150,164,-8,-85,7289,85.37564055,FALSE,FALSE
159,250,148,165,-11,-85,7346,85.70880935,FALSE,FALSE
159,249,149,163,-10,-86,7496,86.57944329,FALSE,FALSE
160,249,149,165,-11,-84,7177,84.71717653,FALSE,FALSE
160,247,151,164,-9,-83,6970,83.48652586,FALSE,FALSE
159,250,150,164,-9,-86,7477,86.46964785,FALSE,FALSE
158,250,152,165,-6,-85,7261,85.21150157,FALSE,FALSE
158,250,151,164,-7,-86,7445,86.28441342,FALSE,FALSE
158,250,148,164,-10,-86,7496,86.57944329,FALSE,FALSE
143,232,139,162,-4,-70,4916,70.11419257,FALSE,FALSE
146,230,137,159,-9,-71,5122,71.56814934,FALSE,FALSE
141,236,133,203,-8,-33,1153,33.95585369,FALSE,FALSE
178,260,152,159,-26,-101,10877,104.2928569,FALSE,FALSE
178,256,154,157,-24,-99,10377,101.8675611,FALSE,FALSE
175,260,158,156,-17,-104,11105,105.3802638,FALSE,FALSE
175,258,158,158,-17,-100,10289,101.4347081,FALSE,FALSE
173,257,158,157,-15,-100,10225,101.1187421,FALSE,FALSE
173,257,159,156,-14,-101,10397,101.9656805,FALSE,FALSE
172,258,155,154,-17,-104,11105,105.3802638,FALSE,FALSE
173,256,153,157,-20,-99,10201,101,FALSE,FALSE
171,257,154,158,-17,-99,10090,100.448992,FALSE,FALSE
172,256,152,159,-20,-97,9809,99.0403958,FALSE,FALSE
170,256,155,159,-15,-97,9634,98.15294188,FALSE,FALSE
170,256,155,160,-15,-96,9441,97.16480844,FALSE,FALSE
171,256,156,160,-15,-96,9441,97.16480844,FALSE,FALSE
171,256,156,160,-15,-96,9441,97.16480844,FALSE,FALSE
171,256,155,160,-16,-96,9472,97.32420048,FALSE,FALSE
171,256,155,160,-16,-96,9472,97.32420048,FALSE,FALSE
171,256,155,161,-16,-95,9281,96.33794683,FALSE,FALSE
170,255,155,160,-15,-95,9250,96.17692031,FALSE,FALSE
170,256,154,160,-16,-96,9472,97.32420048,FALSE,FALSE
170,255,156,160,-14,-95,9221,96.02603814,FALSE,FALSE
170,255,155,160,-15,-95,9250,96.17692031,FALSE,FALSE
170,255,156,161,-14,-94,9032,95.03683496,FALSE,FALSE
169,255,155,161,-14,-94,9032,95.03683496,FALSE,FALSE
170,255,155,161,-15,-94,9061,95.18928511,FALSE,FALSE
167,255,154,163,-13,-92,8633,92.91393867,FALSE,FALSE
167,256,154,162,-13,-94,9005,94.89467846,FALSE,FALSE
165,255,153,163,-12,-92,8608,92.77930804,FALSE,FALSE
166,255,153,163,-13,-92,8633,92.91393867,FALSE,FALSE
166,256,153,163,-13,-93,8818,93.90420651,FALSE,FALSE
166,256,154,163,-12,-93,8793,93.77099765,FALSE,FALSE
166,257,153,164,-13,-93,8818,93.90420651,FALSE,FALSE
165,255,156,160,-9,-95,9106,95.4253635,FALSE,FALSE
166,255,155,160,-11,-95,9146,95.63472173,FALSE,FALSE
166,254,156,158,-10,-96,9316,96.5194281,FALSE,FALSE
167,254,155,158,-12,-96,9360,96.74709298,FALSE,FALSE
157,243,156,159,-1,-84,7057,84.00595217,FALSE,FALSE
159,245,159,162,0,-83,6889,83,FALSE,FALSE
141,237,137,214,-4,-23,545,23.34523506,FALSE,FALSE
152,233,141,176,-11,-57,3370,58.05170109,FALSE,FALSE
151,235,143,174,-8,-61,3785,61.52235366,FALSE,FALSE
140,241,133,226,-7,-15,274,16.55294536,FALSE,FALSE
141,241,130,229,-11,-12,265,16.2788206,FALSE,FALSE
170,259,154,172,-16,-87,7825,88.45903006,FALSE,TRUE
164,259,157,174,-7,-85,7274,85.28774824,FALSE,TRUE
164,259,157,174,-7,-85,7274,85.28774824,FALSE,TRUE
168,257,157,170,-11,-87,7690,87.69264507,FALSE,TRUE
168,257,156,171,-12,-86,7540,86.83317338,FALSE,TRUE
165,258,154,171,-11,-87,7690,87.69264507,FALSE,TRUE
163,259,154,171,-9,-88,7825,88.45903006,FALSE,TRUE
165,258,153,172,-12,-86,7540,86.83317338,FALSE,TRUE
166,258,154,171,-12,-87,7713,87.82368701,FALSE,TRUE
164,257,153,172,-11,-85,7346,85.70880935,FALSE,FALSE
164,257,154,172,-10,-85,7325,85.58621384,FALSE,FALSE
164,256,154,172,-10,-84,7156,84.59314393,FALSE,FALSE
165,256,155,171,-10,-85,7325,85.58621384,FALSE,FALSE
165,257,155,171,-10,-86,7496,86.57944329,FALSE,FALSE
164,256,155,171,-9,-85,7306,85.47514259,FALSE,FALSE
163,255,153,172,-10,-83,6989,83.60023923,FALSE,FALSE
165,255,153,171,-12,-84,7200,84.85281374,FALSE,FALSE
165,255,155,171,-10,-84,7156,84.59314393,FALSE,FALSE
165,255,154,171,-11,-84,7177,84.71717653,FALSE,FALSE
165,255,154,170,-11,-85,7346,85.70880935,FALSE,FALSE
165,255,154,170,-11,-85,7346,85.70880935,FALSE,FALSE
165,255,154,169,-11,-86,7517,86.70063437,FALSE,FALSE
165,254,155,170,-10,-84,7156,84.59314393,FALSE,FALSE
165,255,155,171,-10,-84,7156,84.59314393,FALSE,FALSE
164,255,156,171,-8,-84,7120,84.38009244,FALSE,FALSE
164,255,155,171,-9,-84,7137,84.48076704,FALSE,FALSE
164,255,154,170,-10,-85,7325,85.58621384,FALSE,FALSE
164,253,155,170,-9,-83,6970,83.48652586,FALSE,FALSE
163,254,153,170,-10,-84,7156,84.59314393,FALSE,FALSE
163,255,154,170,-9,-85,7306,85.47514259,FALSE,FALSE
162,255,154,170,-8,-85,7289,85.37564055,FALSE,FALSE
163,254,155,170,-8,-84,7120,84.38009244,FALSE,FALSE
163,255,154,171,-9,-84,7137,84.48076704,FALSE,FALSE
163,254,154,171,-9,-83,6970,83.48652586,FALSE,FALSE
140,237,148,151,8,-86,7460,86.37129153,FALSE,FALSE
145,233,148,157,3,-76,5785,76.05918748,FALSE,FALSE
140,242,136,218,-4,-24,592,24.33105012,FALSE,FALSE
150,231,141,213,-9,-18,405,20.1246118,FALSE,FALSE
149,230,141,210,-8,-20,464,21.54065923,FALSE,FALSE
146,245,138,224,-8,-21,505,22.47220505,FALSE,FALSE
145,242,141,206,-4,-36,1312,36.22154055,FALSE,FALSE
169,258,151,173,-18,-85,7549,86.88498144,FALSE,FALSE
170,259,151,162,-19,-97,9770,98.84331035,FALSE,FALSE
172,261,153,172,-19,-89,8282,91.00549434,FALSE,FALSE
172,261,153,173,-19,-88,8105,90.02777349,FALSE,FALSE
170,259,153,173,-17,-86,7685,87.66413178,FALSE,FALSE
170,258,150,176,-20,-82,7124,84.40379138,FALSE,FALSE
169,259,151,176,-18,-83,7213,84.92938243,FALSE,FALSE
169,257,148,180,-21,-77,6370,79.81227976,FALSE,FALSE
169,257,147,180,-22,-77,6413,80.08120878,FALSE,FALSE
169,257,147,181,-22,-76,6260,79.12016178,FALSE,FALSE
169,257,148,181,-21,-76,6217,78.84795495,FALSE,FALSE
168,257,148,184,-20,-73,5729,75.69015788,FALSE,FALSE
169,257,147,182,-22,-75,6109,78.16009212,FALSE,FALSE
169,256,147,183,-22,-73,5813,76.24303247,FALSE,FALSE
169,256,147,184,-22,-72,5668,75.2861209,FALSE,FALSE
169,257,147,181,-22,-76,6260,79.12016178,FALSE,FALSE
169,257,147,181,-22,-76,6260,79.12016178,FALSE,FALSE
168,257,147,182,-21,-75,6066,77.88452991,FALSE,FALSE
169,256,146,179,-23,-77,6458,80.36168241,FALSE,FALSE
169,256,146,179,-23,-77,6458,80.36168241,FALSE,FALSE
167,258,147,180,-20,-78,6484,80.52328856,FALSE,FALSE
169,257,149,177,-20,-80,6800,82.46211251,FALSE,FALSE
169,257,150,177,-19,-80,6761,82.22530024,FALSE,FALSE
169,258,150,177,-19,-81,6922,83.19855768,FALSE,FALSE
168,257,149,178,-19,-79,6602,81.25269226,FALSE,FALSE
168,259,150,177,-18,-82,7048,83.95236745,FALSE,FALSE
168,258,149,178,-19,-80,6761,82.22530024,FALSE,FALSE
143,243,135,219,-8,-24,640,25.29822128,FALSE,FALSE
152,237,139,215,-13,-22,653,25.55386468,FALSE,FALSE
151,235,138,214,-13,-21,610,24.69817807,FALSE,FALSE
141,246,133,231,-8,-15,289,17,FALSE,FALSE
141,246,133,229,-8,-17,353,18.78829423,FALSE,FALSE
141,240,140,195,-1,-45,2026,45.01110974,FALSE,FALSE
141,242,146,173,5,-69,4786,69.18092223,FALSE,FALSE
169,258,151,176,-18,-82,7048,83.95236745,FALSE,FALSE
170,258,151,173,-19,-85,7586,87.09764635,FALSE,FALSE
170,257,151,176,-19,-81,6922,83.19855768,FALSE,FALSE
170,258,151,176,-19,-82,7085,84.17244205,FALSE,FALSE
167,257,151,174,-16,-83,7145,84.52810184,FALSE,FALSE
167,256,148,180,-19,-76,6137,78.33900689,FALSE,FALSE
167,256,149,178,-18,-78,6408,80.04998438,FALSE,FALSE
166,258,148,177,-18,-81,6885,82.97590012,FALSE,FALSE
166,258,147,178,-19,-80,6761,82.22530024,FALSE,FALSE
163,257,147,186,-16,-71,5297,72.78049189,FALSE,FALSE
163,256,148,182,-15,-74,5701,75.50496672,FALSE,FALSE
164,256,146,185,-18,-71,5365,73.24616031,FALSE,FALSE
164,255,145,185,-19,-70,5261,72.53275122,FALSE,FALSE
164,256,144,185,-20,-71,5441,73.76313442,FALSE,FALSE
164,258,146,183,-18,-75,5949,77.12976079,FALSE,FALSE
163,258,147,182,-16,-76,6032,77.66595136,FALSE,FALSE
163,256,147,180,-16,-76,6032,77.66595136,FALSE,FALSE
163,256,147,180,-16,-76,6032,77.66595136,FALSE,FALSE
161,252,146,178,-15,-74,5701,75.50496672,FALSE,FALSE
162,253,146,176,-16,-77,6185,78.64477096,FALSE,FALSE
135,242,135,185,0,-57,3249,57,FALSE,FALSE
138,243,133,223,-5,-20,425,20.61552813,FALSE,FALSE
146,241,132,223,-14,-18,520,22.8035085,FALSE,FALSE
137,246,130,225,-7,-21,490,22.13594362,FALSE,FALSE
135,242,129,228,-6,-14,232,15.23154621,FALSE,FALSE
148,240,134,201,-14,-39,1717,41.43669871,FALSE,FALSE
148,239,132,200,-16,-39,1777,42.15447782,FALSE,FALSE
154,255,137,196,-17,-59,3770,61.40032573,FALSE,FALSE
152,253,139,193,-13,-60,3769,61.39218191,FALSE,FALSE
152,255,139,194,-13,-61,3890,62.36986452,FALSE,FALSE
151,257,139,192,-12,-65,4369,66.09841148,FALSE,FALSE
151,257,137,193,-14,-64,4292,65.51335742,FALSE,FALSE
151,256,137,194,-14,-62,4040,63.56099433,FALSE,FALSE
150,255,138,194,-12,-61,3865,62.16912417,FALSE,FALSE
151,256,135,193,-16,-63,4225,65,FALSE,FALSE
152,255,136,194,-16,-61,3977,63.0634601,FALSE,FALSE
153,254,136,193,-17,-61,4010,63.3245608,FALSE,FALSE
152,255,137,192,-15,-63,4194,64.76109943,FALSE,FALSE
152,256,136,193,-16,-63,4225,65,FALSE,FALSE
149,251,136,192,-13,-59,3650,60.41522987,FALSE,FALSE
150,252,135,193,-15,-59,3706,60.87692502,FALSE,FALSE
143,245,132,220,-11,-25,746,27.31300057,FALSE,FALSE
146,240,139,232,-7,-8,113,10.63014581,FALSE,FALSE
146,241,132,239,-14,-2,200,14.14213562,FALSE,FALSE
153,244,148,221,-5,-23,554,23.53720459,FALSE,FALSE
153,242,146,200,-7,-42,1813,42.57933771,FALSE,FALSE
152,240,149,176,-3,-64,4105,64.07027392,FALSE,FALSE
149,242,147,188,-2,-54,2920,54.03702434,FALSE,FALSE
167,255,159,171,-8,-84,7120,84.38009244,FALSE,FALSE
165,255,158,172,-7,-83,6938,83.29465769,FALSE,FALSE
171,264,163,177,-8,-87,7633,87.36704184,FALSE,FALSE
171,265,162,177,-9,-88,7825,88.45903006,FALSE,FALSE
170,266,164,177,-6,-89,7957,89.20201791,FALSE,FALSE
170,267,162,178,-8,-89,7985,89.35882721,FALSE,FALSE
169,266,163,176,-6,-90,8136,90.19977827,FALSE,FALSE
168,267,160,178,-8,-89,7985,89.35882721,FALSE,FALSE
166,265,160,178,-6,-87,7605,87.20665112,FALSE,FALSE
165,266,154,182,-11,-84,7177,84.71717653,FALSE,FALSE
164,264,153,181,-11,-83,7010,83.72574276,FALSE,FALSE
163,264,153,180,-10,-84,7156,84.59314393,FALSE,FALSE
164,264,153,182,-11,-82,6845,82.73451517,FALSE,FALSE
162,264,153,182,-9,-82,6805,82.49242389,FALSE,FALSE
159,265,150,182,-9,-83,6970,83.48652586,FALSE,FALSE
157,263,149,181,-8,-82,6788,82.3893197,FALSE,FALSE
157,261,143,181,-14,-80,6596,81.21576202,FALSE,FALSE
155,260,145,179,-10,-81,6661,81.61494961,FALSE,FALSE
151,260,134,178,-17,-82,7013,83.74365648,FALSE,FALSE
139,254,123,180,-16,-74,5732,75.70997292,FALSE,FALSE
141,255,124,176,-17,-79,6530,80.8084154,FALSE,FALSE
